id,name,status,dup_predict,dup_train,Prediction,AD,Confidence
DB12566,Decernotinib,investigational,,,Inactive,,0.67
DB12567,Camicinal,investigational,,,Inactive,,0.68
DB12569,Tonapofylline,investigational,,,Inactive,Inactive,0.8
DB12570,CC-223,investigational,,,Inactive,,0.58
DB12571,Rimacalib,investigational,,,Inactive,Inactive,0.7
DB12572,Pexacerfont,investigational,,,Inactive,Inactive,0.92
DB12573,LY-2452473,investigational,,,Inactive,,0.68
DB12574,LY-295501,investigational,,,Inactive,Inactive,0.86
DB12575,Ronopterin,investigational,,,Inactive,,0.5
DB12576,AZD-3043,investigational,,,Inactive,Inactive,0.77
DB12577,Fosbretabulin,investigational,,,Inactive,Inactive,0.73
DB12579,JNJ-37822681,investigational,,,Inactive,,0.59
DB12580,Tradipitant,investigational,,,Inactive,,0.57
DB12581,Ozarelix,investigational,,,Active,Active,0.76
DB12582,Piperine,investigational,,,Inactive,Inactive,0.83
DB12585,Ondelopran,investigational,,,Inactive,Inactive,0.73
DB12586,Anhydrovinblastine,investigational,,,Inactive,,0.56
DB12587,Razupenem,investigational,,,Inactive,Inactive,0.75
DB12588,AZD-1480,investigational,,,Inactive,,0.62
DB12590,Indiplon,investigational,,,Inactive,,0.52
DB12591,BMS-911543,investigational,,,Inactive,,0.6
DB12592,EC-18,investigational,,,Inactive,,0.62
DB12593,Apaziquone,investigational,,,Inactive,,0.69
DB12594,AZD-9056,investigational,,,Inactive,,0.63
DB12596,Combretastatin,investigational,,,Inactive,Inactive,0.72
DB12597,ABL-001,investigational,,,Inactive,Inactive,0.72
DB12598,Nafamostat,investigational,,,Inactive,,0.66
DB12601,Sonolisib,investigational,,,Inactive,,0.6
DB12602,Pentetreotide,"approved,investigational",,,Active,,0.65
DB12604,Sisomicin,investigational,,,Inactive,Inactive,0.72
DB12605,Etripamil,investigational,,,Inactive,,0.59
DB12606,Netivudine,investigational,,,Inactive,Inactive,0.82
DB12608,Emixustat,investigational,,,Inactive,,0.68
DB12610,Ebselen,investigational,,,Inactive,Inactive,0.82
DB12611,PF-477736,investigational,,,Inactive,Inactive,0.72
DB12612,Ozanimod,"approved,investigational",,,Inactive,Inactive,0.72
DB12613,Davunetide,investigational,,,Inactive,,0.54
DB12614,Reparixin,investigational,,,Inactive,Inactive,0.88
DB12615,Plazomicin,"approved,investigational",,,Inactive,,0.66
DB12617,Mizoribine,investigational,,,Inactive,Inactive,0.82
DB12618,Apocynin,investigational,,,Inactive,Inactive,0.88
DB12619,BMS-188797,investigational,,,Inactive,,0.55
DB12621,ST-101,investigational,,,Inactive,Inactive,0.84
DB12622,Lupeol,investigational,,,Inactive,Inactive,0.79
DB12623,Taprenepag,investigational,,,Active,,0.59
DB12624,Octenidine,investigational,,,Inactive,Inactive,0.7
DB12625,Evogliptin,investigational,,,Inactive,Inactive,0.71
DB12627,GSK-1292263,investigational,,,Inactive,Inactive,0.7
DB12628,Methyl-D9-choline,investigational,,,Inactive,Inactive,0.84
DB12629,"3,5-diiodothyropropionic acid",investigational,,,Inactive,Inactive,0.79
DB12630,Isopentyl 2-cyanoacrylate,investigational,,,Inactive,Inactive,0.74
DB12631,Aclerastide,investigational,,,Active,,0.55
DB12632,JNJ-41443532,investigational,,,Active,,0.54
DB12633,BMS-184476,investigational,,,Inactive,,0.57
DB12635,Aleplasinin,investigational,,,Inactive,,0.68
DB12637,Onapristone,investigational,,,Active,,0.6
DB12638,PU-H71,investigational,,,Inactive,Inactive,0.8
DB12640,CP-609754,investigational,,,Inactive,,0.65
DB12641,Tedatioxetine,investigational,,,Inactive,Inactive,0.85
DB12642,Olumacostat glasaretil,investigational,,,Inactive,,0.6
DB12643,Nelivaptan,investigational,,,Active,,0.52
DB12644,AZD-2066,investigational,,,Inactive,Inactive,0.73
DB12645,Givinostat,investigational,,,Inactive,,0.53
DB12647,Tocotrienol,investigational,,,Inactive,Inactive,0.75
DB12648,Nona-arginine,investigational,,,Inactive,,0.56
DB12649,Ibipinabant,investigational,,,Inactive,Inactive,0.81
DB12650,L-deprenyl-D2 C-11,investigational,,,Inactive,Inactive,0.71
DB12651,Bardoxolone,investigational,,,Inactive,,0.54
DB12654,GSK-376501,investigational,,,Inactive,,0.66
DB12655,Patidegib,investigational,,,Inactive,,0.58
DB12657,JNJ-42396302,investigational,,,Inactive,Inactive,0.72
DB12658,AFN-1252,investigational,,,Inactive,,0.56
DB12659,SJ-733,investigational,,,Inactive,,0.6
DB12660,Samatasvir,investigational,,,Active,,0.53
DB12661,Urapidil,investigational,,,Inactive,,0.68
DB12662,Naveglitazar,investigational,,,Inactive,Inactive,0.78
DB12663,Letrazuril,investigational,,,Inactive,Inactive,0.7
DB12664,Indantadol,investigational,,,Inactive,Inactive,0.9
DB12665,Isoquercetin,investigational,,,Inactive,,0.66
DB12666,Emapunil,investigational,,,Inactive,,0.57
DB12667,Protionamide,"approved,investigational",,,Inactive,Inactive,0.93
DB12668,Metenkefalin,investigational,,,Active,,0.56
DB12669,4SC-203,investigational,,,Inactive,,0.59
DB12670,Rolofylline,investigational,,,Inactive,Inactive,0.71
DB12671,Beloranib,investigational,,,Inactive,,0.62
DB12672,Icaritin,investigational,,,Inactive,Inactive,0.7
DB12673,ATX-914,investigational,,,Inactive,,0.62
DB12674,Lurbinectedin,"approved,investigational",,,Active,,0.59
DB12675,PF-04995274,investigational,,,Inactive,,0.64
DB12676,Modufolin,investigational,,,Active,,0.5
DB12677,Soblidotin,investigational,,,Inactive,,0.53
DB12678,Relamorelin,investigational,,,Active,,0.55
DB12679,WP 1066,investigational,,,Inactive,Inactive,0.86
DB12680,Intepirdine,investigational,,,Inactive,,0.66
DB12681,Salirasib,investigational,,,Inactive,,0.67
DB12682,Mubritinib,investigational,,,Inactive,Inactive,0.71
DB12685,K-134,investigational,,,Inactive,,0.54
DB12686,PHA-793887,investigational,,,Inactive,Inactive,0.7
DB12687,Vesatolimod,investigational,,,Inactive,,0.59
DB12689,Azeliragon,investigational,,,Inactive,Inactive,0.71
DB12690,LY-2584702,investigational,,,Inactive,,0.67
DB12691,UK-432097,investigational,,,Inactive,,0.57
DB12692,Gusperimus,investigational,,,Inactive,,0.67
DB12693,Ritanserin,investigational,,,Active,,0.53
DB12694,CE-326597,investigational,,,Inactive,,0.54
DB12695,Phenethyl Isothiocyanate,investigational,,,Inactive,Inactive,0.83
DB12696,BMS-582949,investigational,,,Inactive,Inactive,0.73
DB12697,Methylselenocysteine,investigational,,,Inactive,Inactive,0.84
DB12700,Solamargine,investigational,,,Inactive,,0.5
DB12702,Velusetrag,investigational,,,Inactive,,0.56
DB12703,Omipalisib,investigational,,,Inactive,Inactive,0.74
DB12704,Spiradoline,investigational,,,Inactive,,0.69
DB12705,Cenerimod,investigational,,,Inactive,Inactive,0.73
DB12706,Seletalisib,investigational,,,Inactive,,0.62
DB12707,AR-42,investigational,,,Inactive,Inactive,0.86
DB12708,Sulprostone,investigational,,,Inactive,,0.55
DB12709,Tributyrin,investigational,,,Inactive,Inactive,0.79
DB12710,Perazine,"approved,investigational",,,Inactive,Inactive,0.78
DB12711,LTX-109,investigational,,,Active,,0.55
DB12712,Pilsicainide,investigational,,,Inactive,Inactive,0.9
DB12713,Sotagliflozin,investigational,,,Inactive,Inactive,0.72
DB12714,Nerispirdine,investigational,,,Inactive,,0.55
DB12715,MSX-122,investigational,,,Inactive,Inactive,0.84
DB12716,NB-001,investigational,,,Inactive,,0.68
DB12717,Mibampator,investigational,,,Inactive,Inactive,0.83
DB12719,Turofexorate isopropyl,investigational,,,Inactive,Inactive,0.7
DB12720,Nivocasan,investigational,,,Inactive,,0.57
DB12721,RO-5028442,investigational,,,Inactive,,0.58
DB12724,AZD-7295,investigational,,,Inactive,Inactive,0.8
DB12725,TD-8954,investigational,,,Inactive,,0.58
DB12727,Perfosfamide,investigational,,,Inactive,Inactive,0.74
DB12728,Fenpropidin,"approved,experimental",,,Inactive,Inactive,0.78
DB12729,ASP-3026,investigational,,,Inactive,Inactive,0.76
DB12730,Dolastatin 10,investigational,,,Inactive,,0.56
DB12731,Daporinad,investigational,,,Inactive,,0.53
DB12732,Firategrast,investigational,,,Inactive,Inactive,0.78
DB12733,Dipraglurant,investigational,,,Inactive,,0.64
DB12736,Etanidazole,investigational,,,Inactive,Inactive,0.82
DB12739,Bindarit,investigational,,,Inactive,Inactive,0.7
DB12740,CC-115,investigational,,,Inactive,,0.6
DB12741,DTP-348,investigational,,,Inactive,Inactive,0.82
DB12742,Amuvatinib,investigational,,,Inactive,,0.6
DB12743,Z-160,investigational,,,Inactive,Inactive,0.8
DB12744,CGI-1842,investigational,,,Inactive,,0.61
DB12745,GSK-690693,investigational,,,Inactive,,0.52
DB12746,AKN-028,investigational,,,Inactive,,0.63
DB12748,LTX-315,investigational,,,Inactive,,0.57
DB12749,Butylphthalide,investigational,,,Inactive,Inactive,0.82
DB12750,N-omega-nitro-L-arginine methyl ester,investigational,,,Inactive,Inactive,0.73
DB12751,Malic acid,investigational,DB03343,,Inactive,Inactive,0.79
DB12752,Bucindolol,investigational,,,Inactive,,0.64
DB12754,Iodide,"approved,experimental",,,Inactive,Inactive,0.85
DB12756,TAK-901,investigational,,,Inactive,,0.67
DB12757,Pelitrexol,investigational,,,Inactive,,0.67
DB12758,Atreleuton,investigational,,,Inactive,,0.53
DB12760,GW-493838,investigational,,,Inactive,,0.57
DB12761,Timcodar,investigational,,,Inactive,,0.54
DB12762,Rabacfosadine,investigational,,,Inactive,,0.63
DB12763,MK-1496,investigational,,,Inactive,Inactive,0.85
DB12764,ABC-294640,investigational,,,Inactive,,0.61
DB12765,Methyl isocyanate,investigational,,,Inactive,Inactive,0.85
DB12766,Cicletanine,investigational,,,Inactive,Inactive,0.83
DB12767,Gaxilose,"approved,investigational",,,Inactive,Inactive,0.7
DB12769,Lometrexol,investigational,,,Inactive,,0.65
DB12770,Lafutidine,investigational,,,Inactive,,0.61
DB12771,Hydroxytyrosol,investigational,,,Inactive,Inactive,0.86
DB12774,AZD-8055,investigational,,,Inactive,,0.68
DB12776,E-6005,investigational,,,Inactive,Inactive,0.82
DB12777,Somatoprim,investigational,,,Active,,0.51
DB12778,Rivipansel,investigational,,,Inactive,,0.54
DB12779,Higenamine,investigational,,,Inactive,Inactive,0.78
DB12780,Quinfamide,investigational,,,Inactive,,0.53
DB12781,Balaglitazone,investigational,,,Inactive,Inactive,0.72
DB12782,SCH-486757,investigational,,,Inactive,Inactive,0.78
DB12783,Benserazide,"approved,investigational",,,Inactive,Inactive,0.84
DB12784,NS-018,investigational,,,Active,,0.51
DB12785,Furaprevir,investigational,,,Inactive,,0.55
DB12787,Norethandrolone,investigational,,,Inactive,Inactive,0.76
DB12789,Dinoprost,"approved,investigational",DB01160,,Inactive,,0.69
DB12791,Laninamivir,investigational,,,Inactive,Inactive,0.82
DB12792,Boscalid,"approved,experimental",,,Inactive,Inactive,0.74
DB12794,p-Quaterphenyl,investigational,,,Inactive,Inactive,0.9
DB12795,CMX-2043,investigational,,,Inactive,,0.59
DB12796,MRX-I,investigational,,,Inactive,,0.65
DB12798,Relenopride,investigational,,,Inactive,,0.57
DB12799,Laniquidar,investigational,,,Active,,0.56
DB12800,CHF-6001,investigational,,,Inactive,Inactive,0.73
DB12802,Picropodophyllin,investigational,DB01179,,Inactive,Inactive,0.74
DB12803,Dichloroisoproterenol,investigational,,,Inactive,Inactive,0.9
DB12804,Daniquidone,investigational,,,Inactive,Inactive,0.88
DB12805,Ataciguat,investigational,,,Inactive,Inactive,0.86
DB12806,GSK-1004723,investigational,,,Inactive,,0.6
DB12808,Trifarotene,"approved,investigational",,,Inactive,Inactive,0.77
DB12809,BK-MDA,investigational,,,Inactive,Inactive,0.93
DB12810,AN-2718,investigational,,,Inactive,Inactive,0.74
DB12812,Palomid 529,investigational,,,Inactive,Inactive,0.75
DB12813,Radium Ra-223,investigational,,,Inactive,Inactive,0.85
DB12816,Terpinen-4-ol,investigational,,,Inactive,Inactive,0.8
DB12817,Zoliflodacin,investigational,,,Inactive,,0.54
DB12818,NM-3,investigational,,,Inactive,,0.69
DB12819,GSI-136,investigational,,,Inactive,Inactive,0.9
DB12821,Perflubutane,"approved,investigational",,,Inactive,Inactive,0.83
DB12823,Tecarfarin,investigational,,,Inactive,,0.61
DB12825,Lefamulin,"approved,investigational",,,Inactive,,0.62
DB12827,Indoximod,investigational,,,Inactive,Inactive,0.84
DB12829,Amithiozone,investigational,,,Inactive,Inactive,0.86
DB12830,Cebranopadol,investigational,,,Inactive,,0.63
DB12831,Gabexate,investigational,,,Inactive,Inactive,0.73
DB12832,Prednimustine,investigational,,,Active,,0.51
DB12833,Tandospirone,investigational,,,Inactive,Inactive,0.74
DB12834,Secnidazole,approved,,,Inactive,Inactive,0.82
DB12836,Grapiprant,"investigational,vet_approved",,,Inactive,Inactive,0.7
DB12837,UK-500001,investigational,,,Inactive,Inactive,0.75
DB12838,Tetrasul,investigational,,,Inactive,Inactive,0.84
DB12839,Pegvaliase,"approved,investigational",,,Inactive,,0.69
DB12840,Pirnabine,investigational,,,Inactive,,0.68
DB12843,Oleandrin,"experimental,investigational",,,Inactive,,0.54
DB12846,Reproterol,investigational,,,Inactive,Inactive,0.76
DB12847,Pyroxamide,investigational,,,Inactive,,0.68
DB12848,PF-04217903,investigational,,,Inactive,,0.53
DB12850,Etalocib,investigational,,,Active,,0.52
DB12852,MK-0752,investigational,,,Inactive,Inactive,0.79
DB12853,DA-6886,investigational,,,Inactive,,0.62
DB12854,BMS-908662,investigational,,,Inactive,Inactive,0.76
DB12855,Apricitabine,investigational,,,Inactive,Inactive,0.75
DB12856,Timonacic,investigational,DB02846,,Inactive,Inactive,0.76
DB12857,NVP-LEQ-506,investigational,,,Inactive,,0.55
DB12858,LY-377604,investigational,,,Inactive,,0.54
DB12859,Tantalum,investigational,,,Inactive,Inactive,0.85
DB12860,Actinium,investigational,,,Inactive,Inactive,0.85
DB12861,Rimeporide,investigational,,,Inactive,Inactive,0.78
DB12863,Sivelestat,investigational,,,Inactive,,0.65
DB12864,Melarsoprol,investigational,,,Inactive,,0.66
DB12865,Etelcalcetide,"approved,investigational",,,Inactive,,0.55
DB12866,Pradigastat,investigational,,,Inactive,Inactive,0.77
DB12867,Benperidol,"approved,investigational",,,Inactive,,0.58
DB12868,Intoplicine,investigational,,,Inactive,,0.55
DB12869,Eliprodil,investigational,,,Inactive,,0.68
DB12870,Buthionine Sulfoximine,investigational,,,Inactive,Inactive,0.82
DB12873,Dianhydrogalactitol,investigational,,,Inactive,Inactive,0.77
DB12874,Quizartinib,investigational,,,Inactive,,0.68
DB12875,Mavatrep,investigational,,,Inactive,,0.56
DB12876,GS-9256,investigational,,,Inactive,,0.56
DB12877,Oxatomide,"approved,investigational",,,Inactive,,0.64
DB12878,AV-101,investigational,,,Inactive,Inactive,0.74
DB12879,Omigapil,investigational,,,Inactive,,0.64
DB12881,Indole-3-carbinol,investigational,,,Inactive,Inactive,0.8
DB12882,Ombrabulin,investigational,,,Inactive,Inactive,0.72
DB12883,Eltoprazine,investigational,,,Inactive,Inactive,0.82
DB12884,Lavoltidine,investigational,,,Inactive,,0.56
DB12885,CF-102,investigational,,,Inactive,,0.62
DB12886,GSK-1521498,investigational,,,Inactive,Inactive,0.74
DB12887,Tazemetostat,"approved,investigational",,,Inactive,,0.65
DB12888,Ezutromid,investigational,,,Inactive,,0.56
DB12889,Velneperit,investigational,,,Inactive,Inactive,0.77
DB12890,Dihydrexidine,investigational,,,Inactive,Inactive,0.76
DB12892,MGB-BP-3,investigational,,,Inactive,,0.55
DB12894,Raluridine,investigational,,,Inactive,,0.68
DB12895,TD-139,investigational,,,Inactive,Inactive,0.7
DB12896,PSI-352938,investigational,,,Inactive,Inactive,0.74
DB12897,MK-7622,investigational,,,Inactive,,0.52
DB12899,TT-301,investigational,,,Inactive,Inactive,0.73
DB12900,Irdabisant,investigational,,,Inactive,Inactive,0.79
DB12901,Fiacitabine,investigational,,,Inactive,,0.63
DB12902,Trofosfamide,investigational,,,Inactive,,0.69
DB12903,DEBIO-1347,investigational,,,Inactive,,0.6
DB12904,ZSTK-474,investigational,,,Inactive,Inactive,0.89
DB12905,Samarium Sm-153,investigational,,,Inactive,Inactive,0.85
DB12906,LY-2334737,investigational,,,Inactive,Inactive,0.84
DB12907,Mannose,investigational,DB01914,,Inactive,Inactive,0.85
DB12910,Emicerfont,investigational,,,Inactive,Inactive,0.78
DB12911,Nicoboxil,"approved,investigational",,,Inactive,,0.62
DB12912,Nolatrexed,investigational,,,Inactive,,0.59
DB12914,MGL-3196,investigational,,,Inactive,Inactive,0.74
DB12916,Mitolactol,investigational,,,Inactive,Inactive,0.78
DB12919,T-62,investigational,,,Inactive,Inactive,0.86
DB12920,Pinometostat,investigational,,,Inactive,,0.52
DB12921,Chlorsulfaquinoxaline,investigational,,,Inactive,Inactive,0.72
DB12923,Gallopamil,investigational,,,Inactive,Inactive,0.71
DB12924,Ozenoxacin,"approved,investigational",,,Inactive,,0.59
DB12925,Crolibulin,investigational,,,Inactive,Inactive,0.72
DB12926,Cafedrine,investigational,,,Inactive,Inactive,0.8
DB12927,Theodrenaline,investigational,,,Inactive,Inactive,0.8
DB12928,GET-73,investigational,,,Inactive,Inactive,0.77
DB12929,JNJ-39220675,investigational,,,Inactive,,0.59
DB12930,Opipramol,investigational,,,Inactive,Inactive,0.71
DB12931,Fenobam,investigational,,,Inactive,Inactive,0.74
DB12932,Merotocin,investigational,,,Active,,0.54
DB12933,RO-4987655,investigational,,,Inactive,,0.64
DB12934,Granotapide,investigational,,,Inactive,,0.66
DB12935,Remogliflozin etabonate,investigational,,,Inactive,,0.64
DB12937,Quercetin-3'-O-phosphate,investigational,,,Inactive,,0.68
DB12938,Isoxaflutole,"approved,experimental,investigational",,,Inactive,Inactive,0.71
DB12939,Nikkomycin Z,investigational,,,Inactive,,0.66
DB12940,Helium He-3,investigational,,,Inactive,Inactive,0.85
DB12941,Darolutamide,"approved,investigational",,,Inactive,Inactive,0.72
DB12942,Lactitol,"approved,investigational",,,Inactive,Inactive,0.76
DB12944,Phloroglucinol,investigational,,,Inactive,Inactive,0.82
DB12945,Dihydralazine,"approved,experimental",,,Inactive,Inactive,0.88
DB12946,"8-cyclopentyl-1,3-dipropylxanthine",investigational,,,Inactive,Inactive,0.82
DB12947,Doxifluridine,investigational,,,Inactive,Inactive,0.82
DB12948,Didox,investigational,,,Inactive,Inactive,0.88
DB12949,PF-03382792,investigational,,,Inactive,,0.66
DB12951,Pivagabine,investigational,,,Inactive,Inactive,0.73
DB12952,Methylprednisone,"approved,investigational",,,Inactive,Inactive,0.76
DB12954,Terizidone,"approved,investigational",,,Inactive,Inactive,0.87
DB12955,Delparantag,investigational,,,Inactive,Inactive,0.76
DB12957,5-fluoro-2'-deoxycytidine,investigational,,,Inactive,Inactive,0.71
DB12958,Prothipendyl,investigational,,,Inactive,Inactive,0.78
DB12959,IOWH-032,investigational,,,Inactive,Inactive,0.71
DB12960,INCB-9471,investigational,,,Inactive,Inactive,0.75
DB12961,Leukotriene B4,investigational,,,Inactive,Inactive,0.72
DB12962,CP-547632,investigational,,,Inactive,,0.56
DB12963,CCX-354,investigational,,,Inactive,Inactive,0.72
DB12964,Lerisetron,investigational,,,Inactive,Inactive,0.72
DB12965,Silver,"approved,investigational",,,Inactive,Inactive,0.85
DB12966,Falnidamol,investigational,,,Inactive,Inactive,0.76
DB12967,Mitoguazone,investigational,,,Inactive,Inactive,0.87
DB12968,DONU,investigational,,,Inactive,Inactive,0.73
DB12969,Methylinositol,investigational,,,Inactive,Inactive,0.85
DB12970,Levoglucose,investigational,,,Inactive,Inactive,0.85
DB12971,Pactimibe,investigational,,,Inactive,,0.53
DB12972,Sepranolone,investigational,,,Inactive,Inactive,0.72
DB12973,Serlopitant,investigational,,,Inactive,,0.6
DB12974,Roniciclib,investigational,,,Inactive,Inactive,0.75
DB12975,Pyronaridine,investigational,,,Inactive,,0.64
DB12977,Simenepag isopropyl,investigational,,,Inactive,,0.62
DB12978,Pexidartinib,"approved,investigational",,,Inactive,,0.58
DB12979,Nepicastat,investigational,,,Inactive,Inactive,0.74
DB12980,CHS-828,investigational,,,Inactive,Inactive,0.77
DB12981,XL-888,investigational,,,Inactive,,0.64
DB12982,Silicon,"approved,investigational",,,Inactive,Inactive,0.85
DB12983,Phthalocyanine,investigational,,,Inactive,Inactive,0.74
DB12984,Larotaxel,investigational,,,Inactive,,0.55
DB12985,Quisinostat,investigational,,,Inactive,,0.64
DB12986,VS-5584,investigational,,,Inactive,Inactive,0.7
DB12987,Penclomedine,investigational,,,Inactive,Inactive,0.74
DB12988,LY-518674,investigational,,,Inactive,,0.66
DB12989,Neosaxitoxin,investigational,,,Inactive,Inactive,0.71
DB12990,Icosabutate,investigational,,,Inactive,Inactive,0.79
DB12991,Deoxyspergualin,investigational,DB12692,,Inactive,,0.67
DB12993,Berkelium,investigational,,,Inactive,Inactive,0.85
DB12994,MIP-1095 I-123,investigational,,,Inactive,Inactive,0.76
DB12996,Acteoside,investigational,,,Inactive,Inactive,0.7
DB12997,Brilacidin,investigational,,,Inactive,,0.62
DB12998,PF-00217830,investigational,,,Inactive,,0.66
DB12999,MK-6186,investigational,,,Inactive,,0.56
DB13000,PCI-27483,investigational,,,Inactive,,0.68
DB13001,Tinoridine,investigational,,,Inactive,Inactive,0.85
DB13002,HKI-357,investigational,,,Active,,0.6
DB13003,Cortivazol,investigational,,,Inactive,,0.59
DB13004,Mavoglurant,investigational,,,Inactive,Inactive,0.87
DB13005,Rebastinib,investigational,,,Inactive,,0.56
DB13006,Cibinetide,investigational,,,Inactive,,0.6
DB13008,"2,2-bis(4-hydroxy-3-tert-butylphenyl)propane",investigational,,,Inactive,Inactive,0.87
DB13009,Carbendazim,investigational,,,Inactive,Inactive,0.87
DB13010,4-isothioureidobutyronitrile,investigational,,,Inactive,Inactive,0.85
DB13011,Diethylhomospermine,investigational,,,Inactive,Inactive,0.87
DB13012,AQX-1125,investigational,,,Inactive,,0.68
DB13013,LFF-571,investigational,,,Active,,0.54
DB13014,Hypericin,investigational,,,Inactive,Inactive,0.73
DB13016,LY-2300559,investigational,,,Inactive,,0.6
DB13018,Dimiracetam,investigational,,,Inactive,Inactive,0.77
DB13019,Henatinib,investigational,,,Inactive,,0.66
DB13020,Apratastat,investigational,,,Inactive,Inactive,0.71
DB13021,123I-iodometomidate,investigational,,,Inactive,Inactive,0.71
DB13022,LY-2874455,investigational,,,Inactive,,0.52
DB13023,IPI-493,investigational,,,Inactive,,0.6
DB13024,MK-8245,investigational,,,Inactive,,0.58
DB13025,Tiapride,investigational,,,Inactive,Inactive,0.76
DB13026,Ornidazole,investigational,,,Inactive,Inactive,0.8
DB13027,Tucaresol,investigational,,,Inactive,Inactive,0.71
DB13028,Biapenem,investigational,,,Inactive,Inactive,0.7
DB13029,MK-0873,investigational,,,Inactive,,0.6
DB13030,2'-fluoro-5-ethylarabinosyluracil,investigational,,,Inactive,Inactive,0.75
DB13031,Niobium,investigational,,,Inactive,Inactive,0.86
DB13032,Enecadin,investigational,,,Inactive,,0.67
DB13034,Foxy-5,investigational,,,Inactive,,0.58
DB13035,AG-24322,investigational,,,Active,,0.54
DB13036,Ramatroban,investigational,,,Inactive,,0.67
DB13038,Glyceryl Trioleate,investigational,,,Inactive,,0.64
DB13039,Aminaphthone,investigational,,,Inactive,Inactive,0.71
DB13040,Gandotinib,investigational,,,Inactive,,0.68
DB13041,Odalasvir,investigational,,,Inactive,,0.63
DB13042,Fenoverine,investigational,,,Inactive,,0.61
DB13044,Gossypol,investigational,,,Inactive,Inactive,0.8
DB13046,Tocladesine,investigational,,,Inactive,,0.61
DB13047,Pentavalent Antimony,investigational,,,Inactive,Inactive,0.84
DB13048,PAC-1,investigational,,,Inactive,Inactive,0.79
DB13050,Tirilazad,investigational,,,Inactive,,0.66
DB13051,CH-5132799,investigational,,,Inactive,,0.67
DB13052,Upamostat,investigational,,,Inactive,Inactive,0.7
DB13053,CP-195543,investigational,,,Inactive,,0.58
DB13054,ACT-451840,investigational,,,Inactive,,0.54
DB13055,Oteseconazole,investigational,,,Inactive,,0.62
DB13056,Irsogladine,investigational,,,Inactive,,0.67
DB13058,Methanesulfonyl Fluoride,investigational,,,Inactive,Inactive,0.86
DB13059,PF-03814735,investigational,,,Inactive,,0.64
DB13060,CEP-37440,investigational,,,Inactive,,0.68
DB13061,MLN8054,investigational,,,Inactive,,0.6
DB13062,ME-344,investigational,,,Inactive,Inactive,0.84
DB13063,Parthenolide,"approved,investigational",,,Inactive,Inactive,0.82
DB13064,Tramazoline,investigational,,,Inactive,Inactive,0.71
DB13065,LY-2811376,investigational,,,Inactive,,0.59
DB13066,Liarozole,investigational,,,Inactive,,0.6
DB13067,Rotigaptide,investigational,,,Inactive,,0.53
DB13068,9-(N-methyl-L-isoleucine)-cyclosporin A,investigational,,,Inactive,,0.68
DB13069,Nimustine,investigational,,,Inactive,,0.62
DB13070,Surinabant,investigational,,,Inactive,Inactive,0.76
DB13071,Creatinolfosfate,investigational,,,Inactive,,0.61
DB13072,GDC-0349,investigational,,,Inactive,Inactive,0.81
DB13074,Macimorelin,"approved,investigational",,,Inactive,Inactive,0.7
DB13075,Menaquinone 7,investigational,,,Inactive,Inactive,0.81
DB13076,Yttrium Y-90,"approved,investigational",,,Inactive,Inactive,0.86
DB13077,LCB01-0371,investigational,,,Inactive,Inactive,0.74
DB13078,KOSN-1724,investigational,,,Inactive,Inactive,0.73
DB13080,Roluperidone,investigational,,,Inactive,,0.66
DB13082,Nefiracetam,investigational,,,Inactive,Inactive,0.93
DB13083,Talarozole,investigational,,,Inactive,,0.59
DB13084,Pyritinol,investigational,,,Inactive,Inactive,0.71
DB13086,SCYX-7158,investigational,,,Inactive,,0.68
DB13087,Miridesap,investigational,,,Inactive,Inactive,0.71
DB13088,AZD-0424,investigational,,,Inactive,,0.52
DB13089,Enoxolone,investigational,,,Inactive,Inactive,0.7
DB13090,Zidebactam,investigational,,,Inactive,Inactive,0.7
DB13091,Tiropramide,investigational,,,Inactive,,0.6
DB13092,Meclocycline,investigational,,,Inactive,,0.63
DB13093,TAK-593,investigational,,,Inactive,Inactive,0.73
DB13094,Pruvanserin,investigational,,,Inactive,,0.56
DB13095,JTK-853,investigational,,,Inactive,,0.6
DB13096,Gacyclidine,investigational,,,Inactive,Inactive,0.88
DB13097,1alpha-Hydroxyvitamin D5,investigational,,,Inactive,Inactive,0.76
DB13098,CT-2584,investigational,,,Inactive,,0.66
DB13099,Valnoctamide,investigational,,,Inactive,Inactive,0.9
DB13100,Biguanide,"approved,investigational",,,Inactive,Inactive,0.84
DB13101,4SC-202,investigational,,,Inactive,Inactive,0.74
DB13102,AZD-8418,investigational,,,Inactive,,0.65
DB13103,GPX-150,investigational,,,Inactive,,0.68
DB13104,X-396,investigational,,,Inactive,Inactive,0.72
DB13105,Resolvin E1,investigational,,,Inactive,Inactive,0.75
DB13106,Glycovir,investigational,,,Inactive,Inactive,0.75
DB13107,QGC-001,investigational,,,Inactive,Inactive,0.89
DB13108,Mephedrone,investigational,,,Inactive,Inactive,0.88
DB13109,PKI-179,investigational,,,Inactive,Inactive,0.74
DB13110,Antimony,investigational,,,Inactive,Inactive,0.85
DB13111,Chromanol,investigational,,,Inactive,Inactive,0.76
DB13113,JNJ-38877605,investigational,,,Inactive,,0.6
DB13114,Amitriptylinoxide,"approved,investigational",,,Inactive,Inactive,0.84
DB13115,Saroglitazar,investigational,,,Inactive,,0.66
DB13116,Norflurane,"approved,experimental",,,Inactive,Inactive,0.85
DB13117,Pentafluoropropane,"approved,investigational",,,Inactive,Inactive,0.83
DB13118,Paquinimod,investigational,,,Inactive,,0.63
